chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.24450868368148804,0.05363963171839714,1811.9525926622969,2323.015384561928,3981.201844296213,0.06024997517213983,-398.59112548828125,100.01289367675781,32.30229568481445,13.633352279663086,4.684427738189697,5.908197402954102,5.127237319946289,2.7620885372161865,-0.45985499024391174,1.2239782810211182,-0.5226560235023499,2.8315837383270264,-2.834994077682495,1.1654117107391357,-2.3968842029571533,1.668640375137329,-3.2101902961730957,-5.196571350097656,-8.7759370803833,-11.214542388916016,addhatrital
0.2542758584022522,0.058988213539123535,1680.3766293024619,2238.2542998804347,3549.3054745802237,0.06520272521321961,-394.7273254394531,106.11640167236328,39.37737274169922,15.740702629089355,3.9128668308258057,-0.10580216348171234,0.16639654338359833,1.0757341384887695,-0.3411341607570648,0.8924424052238464,-3.9949047565460205,-0.22134220600128174,-4.972654342651367,1.9812196493148804,-3.4178121089935303,-0.7364273071289062,-5.970106601715088,-7.532810688018799,-6.736144542694092,-1.7782716751098633,addhatrital
0.2980487048625946,0.04227433353662491,2104.442909267244,2481.9854798059596,4638.433923855634,0.08029561647227113,-415.5076904296875,91.25764465332031,29.12594223022461,13.951041221618652,5.4178314208984375,7.9850077629089355,6.989959716796875,3.3959274291992188,2.5988712310791016,1.865427851676941,2.2474205493927,0.6209403872489929,-1.2121083736419678,0.6072280406951904,-0.8857730031013489,-2.1515493392944336,-9.895151138305664,-11.089255332946777,-11.662042617797852,-6.6297502517700195,addhatrital
0.32497933506965637,0.0422719269990921,2177.0304659778562,2502.939254264334,4744.9951171875,0.08851669284611993,-418.28167724609375,88.0766830444336,28.738418579101562,14.313145637512207,6.414670467376709,9.037259101867676,7.9526824951171875,5.124882698059082,3.95947003364563,2.861646890640259,1.972293496131897,-0.4515216052532196,-2.2430453300476074,0.22242672741413116,-2.972318172454834,-6.20741081237793,-12.35731315612793,-9.125284194946289,-5.481705188751221,3.4749035835266113,addhatrital
0.2800597846508026,0.05681774765253067,1768.9440369641195,2279.9756149536474,3734.613374750665,0.07235600897606383,-393.8421936035156,104.41888427734375,38.05958938598633,15.573009490966797,3.251091718673706,0.7480676770210266,1.9488788843154907,3.503974199295044,1.1452302932739258,1.2183009386062622,-3.486217737197876,0.06494906544685364,-3.714695453643799,2.1680538654327393,-4.502641677856445,-1.103919267654419,-6.820242881774902,-6.079303741455078,-2.5087761878967285,-0.14671403169631958,addhatrital
0.2510448694229126,0.05207661911845207,1860.731474009063,2353.157092727466,4072.6449539412315,0.06494661180703624,-401.5949401855469,97.60054779052734,32.01483917236328,12.748345375061035,4.849935054779053,6.571861743927002,6.470574855804443,3.853837251663208,0.2818220555782318,1.7508522272109985,-0.28606846928596497,2.382924795150757,-3.3062350749969482,1.3776633739471436,-2.668140172958374,0.5879879593849182,-6.442578315734863,-8.67851448059082,-11.971823692321777,-13.33155632019043,addhatrital
0.2555798888206482,0.06963972002267838,1400.4806133047352,2037.680398071293,2837.196646676937,0.05010590889084507,-374.3982849121094,117.61042785644531,36.20722198486328,13.651005744934082,3.3494865894317627,3.72267746925354,5.302962303161621,3.7346251010894775,-2.3675830364227295,-1.2477390766143799,-4.988913536071777,0.7227286100387573,-3.345844030380249,0.12178890407085419,-5.24794864654541,-1.7190583944320679,-2.796497344970703,1.139359951019287,-2.7762677669525146,-3.1115293502807617,addhatrital
0.29605334997177124,0.050485409796237946,1974.050445668223,2400.680943922787,4314.1155267217355,0.07378852342091295,-403.8167419433594,93.13385772705078,30.569631576538086,14.35780143737793,6.917299270629883,9.3724946975708,8.2254056930542,6.2183685302734375,2.8792121410369873,3.4450972080230713,-0.6040468811988831,0.09779942780733109,-4.153346538543701,1.2269424200057983,-4.773322105407715,-6.713451385498047,-14.678725242614746,-10.90335750579834,-6.637168884277344,2.4915263652801514,addhatrital
0.27349036931991577,0.04998726770281792,1941.110667316667,2392.2705421280916,4260.579686255971,0.07030213309447983,-404.2474670410156,95.3648681640625,31.56139373779297,13.26247787475586,5.6884331703186035,7.669054985046387,6.866752624511719,4.664830684661865,1.6751148700714111,2.7436907291412354,-0.15045852959156036,1.668678641319275,-3.3615665435791016,1.65857994556427,-2.4717180728912354,-1.9078291654586792,-11.299725532531738,-12.545462608337402,-13.246070861816406,-9.421853065490723,addhatrital
0.25562533736228943,0.0727471187710762,1367.332617139258,2001.9059290241794,2667.372759650735,0.049630985206582635,-370.8475036621094,119.0923080444336,37.04434585571289,13.251465797424316,2.662165403366089,2.1020469665527344,3.9026801586151123,3.2205088138580322,-2.8919544219970703,-2.482421875,-6.503210544586182,-1.6036934852600098,-3.5525524616241455,0.22828948497772217,-4.7120490074157715,-2.3208231925964355,-4.605621337890625,1.161051630973816,-0.44452640414237976,-2.14909291267395,addhatrital
